datetime_utc,exchange,instrument,direction,setup_grade,h4_bias_notes,h1_trend_notes,pullback_confluences,confirmation_type,entry_price,stop_price,liquidation_price,leverage,risk_pct,position_size,fees_paid,slippage_estimated,funding_paid,exit_distribution,exit_reason,final_r,pnl_usd,rule_compliance,mae_r,mfe_r,bars_held,entry_method,signal_variant
2026-03-08T10:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,none,1962.10935,0.0,0.0,2.2491985004000004,0.024,11.460300114134316,20.10403698209179,0.0,0.7906308319189788,[],protective_stop,1.1244533855453989,276.1916097022413,yes,-0.7880854849803813,1.8154359935835052,28,aggressive,
2026-03-10T14:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,69897.47,0.0,0.0,1.691311467602814,0.024,0.24871196337735896,15.800505204202697,0.0,-0.18630098588144775,[],protective_stop,1.3079897741731685,327.9455852786874,yes,-0.6422718476472514,1.5896642377409722,4,aggressive,
2026-03-10T14:00:00+00:00,hyperliquid,ETH,LONG,B,,,,none,2033.2081750000002,0.0,0.0,1.5226813822424163,0.024,7.698202127545672,14.199714251761185,0.0,0.17600883932570008,[],protective_stop,0.9408675077788474,236.4498393217028,yes,-0.7844357651675445,1.4088326261174828,4,aggressive,
2026-03-17T20:00:00+00:00,hyperliquid,ETH,LONG,B,,,,none,2319.7798,0.0,0.0,1.4115036238389824,0.023999999999999997,6.597476774656169,13.779240470851834,0.0,0.2758242445431301,[],scratch_exit,-0.011040463110866,-2.9073906777151777,yes,-0.07966390159176957,0.6118021289550923,15,aggressive,
2026-03-19T22:00:00+00:00,hyperliquid,SOL,SHORT,B,,,,none,89.05872975000001,0.0,0.0,1.5473021375574194,0.024,188.2166774649909,15.108430251485537,0.0,-0.09426468517348827,[],scratch_exit,-0.2421119809626224,-64.62718771686465,yes,-0.23640363184596425,0.4898634342040301,9,aggressive,
2026-03-22T05:00:00+00:00,hyperliquid,SOL,SHORT,B,,,,none,88.93276125,0.0,0.0,1.563616120478758,0.024,189.38578320109175,14.988030135299539,0.0,3.587879843329223,[],protective_stop,1.3795768613988926,359.89173915630477,yes,-0.016144766585569136,1.5701096312321665,28,aggressive,
2026-03-22T05:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,none,2117.770425,0.0,0.0,1.272319551506653,0.024,6.470949518014627,12.21185537332591,0.0,0.9025756623161879,[],protective_stop,0.9849509583959721,257.4002056344342,yes,-0.027969763956559673,1.2868561361327713,29,aggressive,
2026-03-24T03:00:00+00:00,hyperliquid,SOL,LONG,B,,,,none,90.10752125,0.0,0.0,1.3859211184310987,0.024,175.20859111790222,14.198362812127382,0.0,-0.4539727786702311,[],scratch_exit,-0.13479791289033266,-37.050724428256174,yes,-0.12017169094369258,0.4191057143268542,9,aggressive,
2026-03-24T03:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,70432.60375000001,0.0,0.0,1.7443409165190984,0.024,0.28216493348552313,17.866888325687963,0.0,0.01308484755604892,[],protective_stop,-0.2188208640212196,-60.90559852858473,yes,-0.34022118910637444,0.9654998928809339,42,aggressive,
2026-03-29T04:00:00+00:00,hyperliquid,SOL,SHORT,B,,,,none,82.91626575,0.0,0.0,2.277849735326884,0.024,310.139660880332,23.066255803888716,0.0,7.103832721383121,[],protective_stop,0.5138601948927477,142.72876294787585,yes,-0.062231883370135445,1.1101796506263126,28,aggressive,
2026-04-01T03:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,67644.907,0.0,0.0,1.9259810544700866,0.023999999999999997,0.32565642536220324,20.020025284794855,0.0,-0.35755047349974883,[],protective_stop,1.4708566768869602,411.2853873532449,yes,-0.019690342966735955,1.8868035019811749,17,aggressive,
2026-04-01T14:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,68092.01875,0.0,0.0,2.0568840652663543,0.023999999999999997,0.3579386848857531,22.012104625952766,0.0,-0.45054767081064523,[],protective_stop,0.5120127078689488,148.6912155355943,yes,-0.08137132044311496,1.0131318707485222,8,aggressive,
2026-04-01T14:00:00+00:00,hyperliquid,ETH,LONG,B,,,,none,2118.72955,0.0,0.0,1.5943830647469155,0.023999999999999997,8.917285817747986,17.1086186390153,0.0,-1.2245845092594791,[],protective_stop,0.7472024499730424,216.63456129820625,yes,-0.17929916280339722,1.4815759976092542,33,aggressive,
2026-04-08T23:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,71045.75700000001,0.0,0.0,2.1210029254656746,0.024,0.36466056799198854,23.288920991783797,0.0,0.025154424655393755,[],scratch_exit,-0.2848492582088309,-85.32851797849665,yes,-0.7556685013402263,0.5955720589557261,50,aggressive,
2026-04-10T03:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,71939.9805,0.0,0.0,2.016833350339057,0.024,0.3400526536715435,22.032881730261177,0.0,1.0699182117135797,[],scratch_exit,0.04065392276377697,12.09405243022621,yes,-0.181727493905749,0.36466493841736747,14,aggressive,
2026-04-11T05:00:00+00:00,hyperliquid,SOL,LONG,B,,,,none,84.35608375,0.0,0.0,2.3827591887377255,0.024,342.95496553351234,26.019430603373596,0.0,0.26700771588831773,[],scratch_exit,-0.2210822649625625,-66.00513198013536,yes,-0.5928345161322601,0.4524985517668205,21,aggressive,
2026-04-21T03:00:00+00:00,hyperliquid,BTC,LONG,A,,,,none,75558.88500000001,0.0,0.0,1.2592472009508318,0.012000000000000002,0.20125031090516063,13.753182206727223,0.0,-0.46014718020201084,[],protective_stop,0.919153027770055,136.83589523941353,yes,-0.20262009585981292,1.7872840380136639,25,aggressive,
2026-04-22T21:00:00+00:00,hyperliquid,BTC,LONG,A,,,,none,78396.59425000001,0.0,0.0,1.3065066134494625,0.011999999999999999,0.2035209235637592,14.348623877422597,0.0,-0.6975885244215471,[],scratch_exit,-0.2562588139659073,-38.514728662709075,yes,-0.33392119014293303,0.5313692231628365,10,aggressive,
2026-04-24T04:00:00+00:00,hyperliquid,ETH,LONG,A,,,,none,2307.8768250000003,0.0,0.0,1.0781997199939974,0.012000000000000002,5.687164546548662,11.816925337101441,0.0,-0.38930169354419997,[],scratch_exit,-0.014412701673351758,-2.144055078500724,yes,-0.3470077831556661,0.5437531764890156,21,aggressive,
2026-04-30T01:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,none,2270.83215,0.0,0.0,1.7758436482084798,0.024,9.512963272062603,19.341222944110584,0.0,0.36064463301042976,[],protective_stop,0.683102296173854,204.48838100394318,yes,-0.2341389704094732,1.2848717023883323,18,aggressive,
2026-04-30T12:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,none,2256.2358000000004,0.0,0.0,2.2548531101182956,0.024000000000000004,12.336787332766075,25.060827252640827,0.0,0.11638801975311656,[],scratch_exit,-0.1284943252099235,-46.50196901644445,yes,-0.5135240132560551,0.40347097861793174,10,aggressive,
2026-05-04T11:00:00+00:00,hyperliquid,BTC,LONG,B,,,,none,78926.72675,0.0,0.0,2.2866996073203527,0.023999999999999997,0.3572269552355101,25.401846301726188,0.0,0.40259007694020443,[],protective_stop,0.10959608592402677,33.234333575463396,yes,-0.5356767468769972,1.8486336893993787,16,aggressive,
2026-05-04T11:00:00+00:00,hyperliquid,ETH,LONG,B,,,,none,2337.7843,0.0,0.0,1.9865894423421702,0.023999999999999997,10.477044703385054,22.06576027284333,0.0,0.5115935015919956,[],protective_stop,0.08741456653746153,26.304238822833394,yes,-0.45556186221617934,1.4942149148453427,16,aggressive,
2026-05-07T14:00:00+00:00,hyperliquid,SOL,LONG,B,,,,none,88.6521575,0.0,0.0,1.9145078950821763,0.024,267.55869420201554,21.317391419177454,0.0,0.7475803877422916,[],scratch_exit,-0.29458147381849625,-89.39503808429467,yes,-0.7654372725387618,0.30668584268760535,19,aggressive,
2026-05-08T11:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,none,2286.02835,0.0,0.0,2.8969497162206226,0.024,15.57843098490578,32.06851571211678,0.0,-1.480457001697022,[],protective_stop,-0.22411521032419776,-68.48654783274367,yes,-0.7122582186851966,0.8986724666992942,13,aggressive,
2026-05-11T04:00:00+00:00,hyperliquid,ETH,LONG,A,,,,none,2330.4824750000002,0.0,0.0,1.0524577193314764,0.011999999999999999,5.523984082066509,11.587273735748038,0.0,0.6436774047717482,[],scratch_exit,-0.06531108785744695,-9.829951459251278,yes,-0.16451512769724094,0.3860126310651564,13,aggressive,
