datetime_utc,exchange,instrument,direction,setup_grade,h4_bias_notes,h1_trend_notes,pullback_confluences,confirmation_type,entry_price,stop_price,liquidation_price,leverage,risk_pct,position_size,fees_paid,slippage_estimated,funding_paid,exit_distribution,exit_reason,final_r,pnl_usd,rule_compliance,mae_r,mfe_r,bars_held,entry_method,signal_variant
2026-01-18T15:30:00+00:00,hyperliquid,ETH,LONG,B,,,,model1_close,3331.9993,0.0,0.0,1.6912423011329796,0.013886249999999998,5.077128579547235,11.883728344692505,0.0,0.8458494436530691,[],protective_stop,0.744638166843625,106.8022323531933,yes,-0.14510849133929496,1.274365687839081,7,model1_close,relaxed_body
2026-01-22T14:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,model1_close,2971.0084300000003,0.0,0.0,0.7609489913032736,0.01388625,2.58773922073043,5.335670882226177,0.0,-0.1922048759857935,[],protective_stop,0.884971869833136,126.47266363958947,yes,-0.1845416506272176,1.3980349558053085,3,model1_close,relaxed_body
2026-01-22T14:30:00+00:00,hyperliquid,SOL,SHORT,B,,,,model1_close,128.921312,0.0,0.0,1.3325028275455546,0.013886250000000001,104.38508350222007,9.359144583756198,0.0,0.033056909456199976,[],protective_stop,1.1440890705124496,165.11853873204208,yes,-0.23773125992354602,1.548753832355938,2,model1_close,relaxed_body
2026-01-26T05:30:00+00:00,hyperliquid,SOL,LONG,B,,,,model2_retest,122.69679799999999,0.0,0.0,1.8708825741144475,0.026250000000000002,158.6024219453184,13.590297178915806,0.0,0.37227387044144566,[],protective_stop,-0.37504639800189543,-104.56071533233387,yes,-0.3281330791156974,0.49675356181886204,7,model2_retest,core
2026-01-27T18:30:00+00:00,hyperliquid,ETH,LONG,B,,,,model2_retest,2945.78347,0.0,0.0,2.1688060444762867,0.026250000000000002,7.581528380699634,15.791835072375978,0.0,0.7258400818890274,[],protective_stop,1.5656829574729787,435.92914066111945,yes,-0.21194244680014293,1.9609967762779656,4,model2_retest,core
2026-01-30T02:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,model1_close,2744.47641,0.0,0.0,0.46022541485934426,0.01388625,1.798684746625316,3.4572572791229312,0.0,-0.020020751570147027,[],protective_stop,-0.055884838302933226,-8.419464598770398,yes,-0.05520061177868067,0.5608469979315458,1,model1_close,relaxed_body
2026-02-12T09:30:00+00:00,hyperliquid,SOL,LONG,B,,,,model1_close,81.68549829999999,0.0,0.0,0.9611808715930633,0.026250000000000002,126.1942570910342,7.196787228207327,0.0,-0.09285663288389957,[],protective_stop,-0.21557286359335093,-61.33625330468704,yes,-0.1833961298513068,0.22287121137791227,6,model1_close,core
2026-02-13T09:30:00+00:00,hyperliquid,ETH,LONG,B,,,,model2_retest,1960.28791,0.0,0.0,2.0840512098352337,0.02625,11.33642838056797,15.824386702187544,0.0,1.549694327790982,[],protective_stop,2.6173076277254985,749.832359775041,yes,-0.5891156707763661,3.15025613415575,12,model2_retest,core
2026-02-23T07:00:00+00:00,hyperliquid,BTC,LONG,B,,,,model1_close,65745.7178,0.0,0.0,1.488724357890361,0.02625,0.2584420615810012,11.916823020057477,0.0,0.6784111808547199,[],protective_stop,0.1723820458118744,52.55284068242703,yes,-0.17439374429541038,0.6987711282837927,11,model1_close,core
2026-03-03T06:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,model1_close,1992.3021300000003,0.0,0.0,1.2378185738717267,0.02625,7.11945451596477,9.859388797586986,0.0,-0.4814014111682269,[],protective_stop,0.6198658757554897,189.1485269830856,yes,-0.2495966781005508,1.0569637842747805,6,model1_close,core
2026-03-03T06:00:00+00:00,hyperliquid,BTC,SHORT,B,,,,model1_close,67898.6243,0.0,0.0,2.2860062796207985,0.02625,0.38579924010471434,18.16883190965452,0.0,-1.1218713017973803,[],protective_stop,1.4979173703702535,462.4800442844823,yes,-0.47530128843158237,1.908854319635519,9,model1_close,core
2026-03-30T01:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,model2_retest,1995.70111,0.0,0.0,1.5651039337737334,0.01388625,9.497420338135251,13.330014748647645,0.0,0.015136674231527144,[],protective_stop,-1.0987356013960217,-191.07695422424314,yes,-0.8136627984767614,0.0,1,model2_retest,relaxed_body
2026-04-11T17:00:00+00:00,hyperliquid,ETH,LONG,B,,,,model1_close,2258.57737,0.0,0.0,1.208990416572162,0.013886250000000001,6.384128515680288,10.222164152357484,0.0,0.4622444050563467,[],protective_stop,2.1037365049603927,357.4024985181585,yes,-0.22461849828899055,2.650109872065796,5,model1_close,relaxed_body
2026-04-16T14:00:00+00:00,hyperliquid,ETH,SHORT,B,,,,model1_close,2305.60811,0.0,0.0,1.8238852802282708,0.02625,9.710370813003005,15.682086926736934,0.0,0.6411362636401966,[],protective_stop,-0.13755348426679792,-45.666475876144375,yes,-0.13430784731783837,0.6495633490998179,1,model1_close,core
2026-04-17T11:00:00+00:00,hyperliquid,BTC,LONG,B,,,,model2_retest,75249.5681,0.0,0.0,2.3785708618724244,0.013886249999999998,0.38683802482646096,20.488755686687238,0.0,-0.6969510906686337,[],protective_stop,1.6871989603711999,300.7215716709876,yes,-0.11192110882070232,2.117033976956207,4,model2_retest,relaxed_body
2026-04-18T08:30:00+00:00,hyperliquid,BTC,SHORT,B,,,,model1_close,76625.0056,0.0,0.0,2.172407641483488,0.02625,0.35529113928121947,19.008228456389844,0.0,0.5907866055024977,[],protective_stop,0.354879824211175,119.547897931906,yes,-0.136048763394235,0.9460604695840144,7,model1_close,core
