label,kind,selection_score,passes_is_preservation,dev_return_pct,dev_trades,dev_pf,dev_exp_r,dev_exit_eff,dev_dd,oos_return_pct,oos_trades,oos_pf,oos_exp_r,oos_exit_eff,oos_dd,delta_dev_return_pct,delta_dev_trades,delta_oos_return_pct,delta_oos_trades,notes
targeted_breakout_sol_disabled,targeted,69.71451179044077,False,63.15169372316741,43.0,6.080404974558649,0.5202006857870886,0.5067270908561355,3.846207393448526,25.51913896687633,38.0,2.1793420811769195,0.29427292634315994,0.413751672023643,5.4210451348411,-3.503272647640543,-2.0,-8.220359952380345,-1.0,Targeted OOS repair probe.
checkpoint_breakout_round_1_others_current,checkpoint,69.55933449607419,False,58.599124281364,47.0,3.919128270736688,0.4455971045906488,0.5298976666954839,4.5629104710476325,26.511486727455775,38.0,2.2510019235272645,0.300708650176698,0.4076095094461613,5.431763000163997,-8.055842089443956,2.0,-7.2280121918009,-1.0,
ablate_strategy_all_to_round1__breakout,ablation,69.55933449607419,False,58.599124281364,47.0,3.919128270736688,0.4455971045906488,0.5298976666954839,4.5629104710476325,26.511486727455775,38.0,2.2510019235272645,0.300708650176698,0.4076095094461613,5.431763000163997,-8.055842089443956,2.0,-7.2280121918009,-1.0,Revert all known accepted cumulative fields for this strategy.
ablate_strategy_round_2__trend,ablation,69.3870853902385,False,62.3260221451578,44.0,6.6385129380148244,0.5329284126967406,0.5030656417178935,3.4649425023429816,26.72070419191374,37.0,2.307402237894116,0.3070954257568566,0.42264809103559714,4.962147356040171,-4.3289442256501545,-1.0,-7.018794727342936,-2.0,Revert all fields introduced or changed by strategy round 2.
perturb_strategy_active_cumulative__trend__symbol_filter.btc_direction__short_only,perturbation,69.08210998572692,False,53.17808757241673,40.0,5.818832825858686,0.5148921398863455,0.49273270509039846,2.7739925723725976,28.779126333757045,38.0,2.1764912194911563,0.30471889664135143,0.4213661133996683,5.715721027428213,-13.476878798391226,-5.0,-4.960372585499631,-1.0,Perturb active cumulative strategy diff versus pre-round baseline.
ablate_strategy_active_cumulative_to_base__trend__regime.h1_regime_enabled,ablation,68.99132647225342,False,35.37412654129538,29.0,6.06784097168619,0.554191883808113,0.4519266199463683,2.6772423113881363,33.739498919256675,39.0,2.5531918767231168,0.3400756236156312,0.42895017916941286,5.4210451348411,-31.280839829512573,-16.0,0.0,0.0,Revert active cumulative strategy diff to pre-round baseline (C:\Users\sehyu\Documents\Other\Projects\crypto_trader\config\trend_pre_round1.yaml). aliases=perturb_strategy_active_cumulative__trend__regime.h1_regime_enabled__False
perturb_risk_all_0.85,perturbation,68.94099409129814,False,46.64909070291708,45.0,6.487110675228204,0.5264376460104578,0.5016298044946584,2.850080656015107,24.75814009051319,39.0,2.59586897726918,0.3400756236156312,0.42895017916941286,4.161714145739183,-20.005875667890876,0.0,-8.981358828743485,0.0,
ablate_strategy_all_to_round1__momentum,ablation,68.83408560511613,False,58.59457832505461,45.0,6.973913603067744,0.5660958178846657,0.5028474184176001,4.078126221326095,7.542506361421634,52.0,1.34255741461499,-0.0839002664263325,0.37804147051174103,5.488578543592178,-8.060388045753342,0.0,-26.196992557835042,13.0,Revert all known accepted cumulative fields for this strategy.
perturb_strategy_active_cumulative__breakout__profile.recalc_interval_bars__5,perturbation,68.68205000172952,False,57.96619152666413,46.0,5.095224934591567,0.4527727627803454,0.5069099634674122,3.8462073934485446,23.670547033977897,40.0,1.9237780543934067,0.23538751915458453,0.41329230497308533,6.043459329405553,-8.688774844143822,1.0,-10.068951885278778,1.0,Perturb active cumulative strategy diff versus pre-round baseline. aliases=perturb_strategy__breakout__profile.recalc_interval_bars__5
checkpoint_portfolio_phase_2,checkpoint,68.60345437732818,False,55.49712414133094,44.0,6.353273743205902,0.5322334907040253,0.5056869412691639,3.34876200582904,27.257756558964317,36.0,2.7405885789912627,0.34583152143104984,0.44122878068941596,4.960182564058979,-11.157842229477012,-1.0,-6.481742360292358,-3.0,aliases=checkpoint_portfolio_phase_3
checkpoint_all_strategies_round_2_plus_portfolio_round2,checkpoint,68.49787903131107,True,126.23527942663758,71.0,4.292860201549883,0.5132574241316,0.5561954928114227,5.708032812137233,-12.790935984309677,62.0,0.47543083987680973,-0.19763970312709508,0.28010448243256575,15.02751272668551,59.58031305582962,26.0,-46.53043490356635,23.0,
ablate_strategy_to_round1__momentum__trail.trail_activation_r,ablation,68.45145303555026,True,66.7645832669529,45.0,6.370966550902702,0.5272188684133187,0.5016298044946584,3.846207393448526,23.133106036220095,39.0,2.114316737393942,0.2170148079251294,0.4063856584850467,4.647685466035636,0.10961689614494219,0.0,-10.60639288303658,0.0,Revert one cumulative accepted strategy field to round 1. aliases=ablate_strategy_to_round1__momentum__trail.trail_activation_r
perturb_strategy__momentum__trail.trail_activation_r__0.28,perturbation,68.45145303555026,True,66.7645832669529,45.0,6.370966550902702,0.5272188684133187,0.5016298044946584,3.846207393448526,23.133106036220095,39.0,2.114316737393942,0.2170148079251294,0.4063856584850467,4.647685466035636,0.10961689614494219,0.0,-10.60639288303658,0.0,Perturb accepted cumulative strategy field.
perturb_strategy__momentum__trail.trail_activation_r__0.315,perturbation,68.45145303555026,True,66.7645832669529,45.0,6.370966550902702,0.5272188684133187,0.5016298044946584,3.846207393448526,23.133106036220095,39.0,2.114316737393942,0.2170148079251294,0.4063856584850467,4.647685466035636,0.10961689614494219,0.0,-10.60639288303658,0.0,Perturb accepted cumulative strategy field.
checkpoint_portfolio_phase_1,checkpoint,68.43716897967083,False,54.66569715304417,44.0,6.235840868090583,0.5242592104744545,0.5151342863543161,3.34876200582904,27.257756558964317,36.0,2.7405885789912627,0.34583152143104984,0.44122878068941596,4.960182564058979,-11.989269217763784,-1.0,-6.481742360292358,-3.0,
ablate_strategy_active_cumulative_to_base__breakout__risk.risk_pct_b,ablation,68.25584096058535,False,49.15518989273923,45.0,5.618305551826932,0.5264376460104578,0.5016298044946584,3.846207393448516,23.868026080277048,39.0,2.2252109954896047,0.3400756236156312,0.42895017916941286,4.54922132962931,-17.499776478068725,0.0,-9.871472838979628,0.0,Revert active cumulative strategy diff to pre-round baseline (builtin:crypto_trader.optimize.breakout_round3_pre_round1.build_pre_round1_config).
checkpoint_all_strategies_round_1_plus_portfolio_round2,checkpoint,68.19840255753277,True,82.59837945527711,71.0,3.2775915807923535,0.4392892193499179,0.5497198333534241,7.577635996085956,-10.31973813545605,61.0,0.4771925947952389,-0.21367297579609362,0.2970410976171798,14.473055379350368,15.943413084469157,26.0,-44.059237054712725,22.0,
targeted_pair_mom_sol_disabled_trend_eth_short,targeted,68.11340976915045,False,55.0205881915518,38.0,5.939069147754501,0.5342147436052179,0.511502878668915,3.2526442618622573,35.6707994635326,30.0,3.42620226057451,0.47236006400479696,0.4510034058643951,5.652145618045239,-11.634378179256153,-7.0,1.9313005442759277,-9.0,Targeted combination after OOS cohort review.
perturb_strategy_active_cumulative__breakout__setup.body_ratio_min__0.78,perturbation,65.67325521859661,False,62.99526252687385,45.0,6.29446986067604,0.5121691068552663,0.49980759188315876,3.8462073934485357,22.589061603623165,36.0,2.1817891528539324,0.2915048266591103,0.395824663264777,4.585318175867145,-3.6597038439341034,0.0,-11.15043731563351,-3.0,Perturb active cumulative strategy diff versus pre-round baseline.
perturb_strategy_active_cumulative__breakout__profile.lookback_bars__36,perturbation,65.52887980238518,False,52.84268760083892,41.0,5.147353618902817,0.5052543789609967,0.5011054720258591,3.846207393448492,16.775657148922228,42.0,1.5180760766345673,0.2315197127027076,0.4287532742126022,7.587724499756314,-13.812278769969033,-4.0,-16.963841770334447,3.0,Perturb active cumulative strategy diff versus pre-round baseline.
checkpoint_breakout_round_2_others_current,checkpoint,65.08124809964617,True,67.39494307617072,45.0,5.550316543210095,0.5170749502682852,0.5352190503887084,3.846207393448551,20.303773766615706,37.0,1.9611809761383998,0.2642777368923065,0.39241799349953566,5.431763000163997,0.7399767053627642,0.0,-13.43572515264097,-2.0,
ablate_strategy_round_3__breakout,ablation,65.08124809964617,True,67.39494307617072,45.0,5.550316543210095,0.5170749502682852,0.5352190503887084,3.846207393448551,20.303773766615706,37.0,1.9611809761383998,0.2642777368923065,0.39241799349953566,5.431763000163997,0.7399767053627642,0.0,-13.43572515264097,-2.0,Revert all fields introduced or changed by strategy round 3.
ablate_strategy_active_cumulative_all_to_base__breakout,ablation,63.26371687325982,False,44.349178377358676,45.0,4.421846817773054,0.3484990165869215,0.4929284589247978,3.8462073934485206,21.737805406655156,38.0,2.1135548464009566,0.2571590042122323,0.39907194325309975,4.585318175867116,-22.30578799344928,0.0,-12.00169351260152,-1.0,Revert all active cumulative strategy diffs to pre-round baseline (builtin:crypto_trader.optimize.breakout_round3_pre_round1.build_pre_round1_config).
perturb_strategy_active_cumulative__trend__setup.min_room_r__1.8,perturbation,62.14230317640383,False,48.37565018269373,37.0,6.091142864896546,0.5248513041944274,0.4722420308499575,3.846207393448526,24.856250524097966,35.0,2.2413079259670314,0.3076347388913133,0.41659241837481553,4.7538213778134955,-18.279316188114223,-8.0,-8.88324839515871,-4.0,Perturb active cumulative strategy diff versus pre-round baseline.
ablate_strategy_active_cumulative_all_to_base__trend,ablation,60.236136406559055,False,34.73672436647475,34.0,4.531409909965821,0.4634095897275424,0.45586008804768063,3.9847988822257707,20.678262678149448,39.0,1.9021329135531175,0.25424375784693,0.4277567372475444,6.164018148542697,-31.9182420043332,-11.0,-13.061236241107228,0.0,Revert all active cumulative strategy diffs to pre-round baseline (C:\Users\sehyu\Documents\Other\Projects\crypto_trader\config\trend_pre_round1.yaml).
ablate_strategy_round_3__momentum,ablation,59.54506662126091,True,72.62323076936137,45.0,8.02869815880761,0.6106697818106881,0.5198387424069614,4.155538282880243,-2.352368706802081,48.0,0.9247609358104496,-0.06268171649771949,0.38645392825651553,7.224401433211019,5.968264398553416,0.0,-36.09186762605876,9.0,Revert all fields introduced or changed by strategy round 3.
perturb_strategy_active_cumulative__trend__setup.pullback_max_bars__5,perturbation,59.01666796557403,False,63.00424181360693,42.0,6.304451305698016,0.5451063932956229,0.5099276573681452,3.846207393448526,23.220922730316598,30.0,2.2065419699382542,0.3262926428877457,0.45721953139296495,5.156942608668794,-3.6507245572010234,-3.0,-10.518576188940077,-9.0,Perturb active cumulative strategy diff versus pre-round baseline. aliases=perturb_strategy__trend__setup.pullback_max_bars__5
ablate_strategy_active_cumulative_to_base__breakout__profile.lookback_bars,ablation,58.886273838362655,False,43.77736045366281,38.0,4.535742185156421,0.4314142534323196,0.5014011108610942,3.846207393448492,17.950935506887518,37.0,1.8687041494567032,0.26382883163525095,0.3931709657611899,6.627270220984303,-22.877605917145146,-7.0,-15.788563412369157,-2.0,Revert active cumulative strategy diff to pre-round baseline (builtin:crypto_trader.optimize.breakout_round3_pre_round1.build_pre_round1_config).
perturb_strategy__momentum__symbol_filter.eth_direction__disabled,perturbation,58.65065548232739,False,53.796336049926964,37.0,6.148370620042556,0.515600498872631,0.5066484889831152,3.846207393448526,20.325665770247987,35.0,1.983670827504415,0.20790038924281998,0.42146031814520857,5.556765477124637,-12.858630320880991,-8.0,-13.413833149008688,-4.0,Perturb accepted cumulative strategy field.
perturb_strategy__momentum__symbol_filter.btc_direction__disabled,perturbation,58.166412513477276,False,59.75087226769602,38.0,8.067153638833075,0.5589241386769701,0.5472179719444364,3.846207393448526,23.942223127585237,30.0,2.5168162700627543,0.29402706834341874,0.4239623403043044,4.647685466035661,-6.904094103111937,-7.0,-9.797275791671439,-9.0,Perturb accepted cumulative strategy field.
ablate_strategy_to_round2__momentum__setup.min_room_b,ablation,57.594867885539415,True,68.43249697363059,43.0,6.929330619533808,0.5648840970350244,0.5059086141893503,3.846207393448526,20.301592923228267,31.0,2.2918157191554456,0.22835777697857726,0.39423495592436175,4.647685466035686,1.7775306028226368,-2.0,-13.437905996028409,-8.0,Revert field to value before accepted strategy round 3.
ablate_strategy_to_round1__momentum__setup.min_room_b,ablation,57.29486788553942,False,66.1846910200435,41.0,6.504539308822235,0.5737234165003362,0.5229126099432102,3.846207393448526,20.301592923228267,31.0,2.2918157191554456,0.22835777697857726,0.39423495592436175,4.647685466035686,-0.47027535076445304,-4.0,-13.437905996028409,-8.0,Revert one cumulative accepted strategy field to round 1. aliases=ablate_strategy_to_round1__momentum__setup.min_room_b
checkpoint_momentum_round_1_others_current,checkpoint,56.016524348539065,False,51.01826422341552,42.0,6.10546179293792,0.525724007228719,0.5008877048766612,3.846207393448526,10.00634444283732,41.0,1.57207690384996,-0.03352562506116834,0.37221897591820513,4.472823722276571,-15.636702147392434,-3.0,-23.733154476419358,2.0,
perturb_strategy_active_cumulative__trend__setup.pullback_max_bars__4,perturbation,55.595138488598614,False,54.00298088158685,38.0,6.674549101467081,0.5480557814440384,0.494132702450141,4.079518864973,23.24593152400681,29.0,2.2089149848144913,0.33804110304502494,0.4572195313929651,5.15694260866877,-12.651985489221104,-7.0,-10.493567395249865,-10.0,Perturb active cumulative strategy diff versus pre-round baseline. aliases=perturb_strategy__trend__setup.pullback_max_bars__4
perturb_strategy__momentum__symbol_filter.eth_direction__short_only,perturbation,55.464843980674445,False,52.495629725546756,38.0,5.565976274105063,0.4894540132501496,0.5066484889831152,3.846207393448526,9.243282158717992,40.0,1.3496929362808532,0.06809357543366559,0.42146031814520857,9.33587184123968,-14.159336645261199,-7.0,-24.496216760538683,1.0,Perturb accepted cumulative strategy field.
perturb_strategy__momentum__bias.h4_ema_slope_lookback__1,perturbation,55.01789865098757,False,37.4113022058435,30.0,4.917835953322544,0.4243877260163576,0.5444738125644261,3.846207393448526,28.357005889329766,26.0,4.0720419521826505,0.4163358130527927,0.41549214537543466,4.371544757266609,-29.243664164964457,-15.0,-5.382493029926909,-13.0,Perturb accepted cumulative strategy field.
ablate_strategy_round_2__momentum,ablation,54.47459273906492,False,47.289642031707075,42.0,5.73485602617484,0.46003406075021175,0.5030071203348272,3.846207393448526,17.22177075435112,33.0,2.590652469631587,0.16419262724701977,0.37477160585324854,4.472823722276571,-19.36532433910088,-3.0,-16.517728164905556,-6.0,Revert all fields introduced or changed by strategy round 2.
targeted_pair_disable_mom_sol_plus_no_inside,targeted,52.00205280169904,False,50.729390780949615,32.0,7.3206620230436705,0.5608961402566521,0.5559997026701622,3.846207393448526,21.879040941664147,27.0,3.168821529369744,0.29500024389439683,0.4774975931341901,5.587298353722275,-15.92557558985834,-13.0,-11.860457977592528,-12.0,Targeted combination after OOS cohort review.
checkpoint_momentum_round_2_others_current,checkpoint,51.455195129800266,False,63.44782963019318,43.0,7.12102841238813,0.5648840970350244,0.5059086141893503,3.846207393448526,3.825429891707259,38.0,1.1538171812104319,-0.006873712797293126,0.38386182303086686,7.44851303932173,-3.2071367406147715,-2.0,-29.914069027549417,-1.0,
perturb_strategy__momentum__symbol_filter.btc_direction__short_only,perturbation,51.13911896379693,False,59.36736478697844,39.0,7.7705961786164375,0.541141142115192,0.5472179719444364,3.846207393448526,13.46792333785705,32.0,1.5793713333310992,0.15577416360956184,0.41358920741080946,7.675812492414649,-7.287601583829513,-6.0,-20.271575581399624,-7.0,Perturb accepted cumulative strategy field.
ablate_all_strategy_active_cumulative_to_base,ablation,46.902052747153974,False,16.703005513455153,34.0,2.679431440231813,0.22790258019639129,0.43136564058114524,4.9097426554278965,8.719238457651285,38.0,1.4197971986949898,0.16906840513382826,0.399325414598209,7.333986035467856,-49.9519608573528,-11.0,-25.02026046160539,-1.0,Revert every active cumulative strategy diff to each strategy's pre-round baseline.
targeted_momentum_disable_inside_bar,targeted,46.02713867005352,False,48.6375414525852,34.0,5.659120073082316,0.5049188665629509,0.5419071439265928,4.928590602237981,16.8462638198472,27.0,2.2604521757213223,0.2103659662406569,0.43327752332314007,5.7724131311244165,-18.01742491822276,-11.0,-16.893235099409477,-12.0,Targeted OOS repair probe.
