label,kind,selection_score,passes_dev_minus_2_trade_preserve,passes_strict_is,dev_return_pct,dev_trades,dev_pf,dev_dd,oos_return_pct,oos_trades,oos_pf,oos_dd,delta_dev_return_pct,delta_dev_trades,delta_oos_return_pct,delta_oos_trades,notes
extended_body108_scorea250_breakbody0715_momrisk_0.023,extended,-103.9128788524756,False,False,46.85278513245005,27.0,9.294727616230915,3.846207393448526,28.61346044449568,22.0,6.785540741615426,3.8916775080494515,-19.802181238357903,-18.0,-5.126038474760996,-17.0,
extended_body108_breakbody0715_momrisk_0.021,extended,-109.97780236444028,False,False,46.85278513245005,27.0,9.294727616230915,3.846207393448526,27.09722956650451,22.0,6.684545277167088,3.891677508049468,-19.802181238357903,-18.0,-6.642269352752166,-17.0,
extended_body108_breakbody0715_momrisk_0.022,extended,-109.97780236444028,False,False,46.85278513245005,27.0,9.294727616230915,3.846207393448526,27.09722956650451,22.0,6.684545277167088,3.891677508049468,-19.802181238357903,-18.0,-6.642269352752166,-17.0,
extended_body108_breakbody0715_momrisk_0.023,extended,-109.97780236444028,False,False,46.85278513245005,27.0,9.294727616230915,3.846207393448526,27.09722956650451,22.0,6.684545277167088,3.891677508049468,-19.802181238357903,-18.0,-6.642269352752166,-17.0,
extended_body1p12_momentum_risk_b_0.0205,extended,-117.9298869589639,False,False,46.78680845078802,29.0,6.149384912037387,5.7942315073132775,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-19.868157920019932,-16.0,-8.63829821457455,-16.0,
extended_body1p12_momentum_risk_b_0.021,extended,-117.9298869589639,False,False,46.78680845078802,29.0,6.149384912037387,5.7942315073132775,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-19.868157920019932,-16.0,-8.63829821457455,-16.0,
extended_body1p12_momentum_risk_b_0.022,extended,-117.9298869589639,False,False,46.78680845078802,29.0,6.149384912037387,5.7942315073132775,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-19.868157920019932,-16.0,-8.63829821457455,-16.0,
extended_body1p12_momentum_risk_b_0.024,extended,-117.9298869589639,False,False,46.78680845078802,29.0,6.149384912037387,5.7942315073132775,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-19.868157920019932,-16.0,-8.63829821457455,-16.0,
extended_body1p12_momentum_risk_b_0.023,extended,-117.9298869589639,False,False,46.78680845078802,29.0,6.149384912037387,5.7942315073132775,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-19.868157920019932,-16.0,-8.63829821457455,-16.0,
extended_body1p08_momentum_risk_b_0.0205,extended,-120.77239379911235,False,False,46.07618174075091,27.0,8.34655823403511,3.846207393448526,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-20.578784630057044,-18.0,-8.63829821457455,-16.0,
extended_body1p08_momentum_risk_b_0.022,extended,-120.77239379911235,False,False,46.07618174075091,27.0,8.34655823403511,3.846207393448526,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-20.578784630057044,-18.0,-8.63829821457455,-16.0,
extended_body1p08_momentum_risk_b_0.021,extended,-120.77239379911235,False,False,46.07618174075091,27.0,8.34655823403511,3.846207393448526,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-20.578784630057044,-18.0,-8.63829821457455,-16.0,
extended_body1p08_momentum_risk_b_0.023,extended,-120.77239379911235,False,False,46.07618174075091,27.0,8.34655823403511,3.846207393448526,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-20.578784630057044,-18.0,-8.63829821457455,-16.0,
extended_body1p08_momentum_risk_b_0.024,extended,-120.77239379911235,False,False,46.07618174075091,27.0,8.34655823403511,3.846207393448526,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-20.578784630057044,-18.0,-8.63829821457455,-16.0,
extended_body1p1_momentum_risk_b_0.0205,extended,-134.4096143661341,False,False,42.666876598995465,28.0,5.83155203857659,4.880945450062579,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-23.98808977181249,-17.0,-8.63829821457455,-16.0,
extended_body1p1_momentum_risk_b_0.022,extended,-134.4096143661341,False,False,42.666876598995465,28.0,5.83155203857659,4.880945450062579,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-23.98808977181249,-17.0,-8.63829821457455,-16.0,
extended_body1p1_momentum_risk_b_0.021,extended,-134.4096143661341,False,False,42.666876598995465,28.0,5.83155203857659,4.880945450062579,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-23.98808977181249,-17.0,-8.63829821457455,-16.0,
extended_body1p1_momentum_risk_b_0.023,extended,-134.4096143661341,False,False,42.666876598995465,28.0,5.83155203857659,4.880945450062579,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-23.98808977181249,-17.0,-8.63829821457455,-16.0,
extended_body1p1_momentum_risk_b_0.024,extended,-134.4096143661341,False,False,42.666876598995465,28.0,5.83155203857659,4.880945450062579,25.101200704682125,23.0,4.725458047628361,5.725107555427059,-23.98808977181249,-17.0,-8.63829821457455,-16.0,
